Master Record Number,Date,Weekend?,Hour,Collision Type,Injury Type,Primary Factor,Reported_Location,Latitude,Longitude,Location
902420178,2015-03-06,Weekday,1400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,10TH & SR4546N,39.176848,-86.478192,"39.176848,-86.478192"
902420197,2015-03-06,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,KIRKWOOD & MADISON,39.166656,-86.537296,"39.166656,-86.537296"
902420343,2015-03-07,Weekend,1000,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,WEST 11TH,39.17344,-86.52354547,"39.17344,-86.52354547"
902420360,2015-03-07,Weekend,800,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,N HEADLEY & TREADWELL,39.19008,-86.514288,"39.19008,-86.514288"
902420367,2015-03-07,Weekend,1100,1-Car,No injury/unknown,IMPROPER TURNING,EAST 3RD,39.16422196,-86.50215134,"39.16422196,-86.50215134"
902420455,2015-03-07,Weekend,1600,2-Car,No injury/unknown,IMPROPER TURNING,DELTA ZETA PARKING LOT EXIT & NORTH JORDAN,39.182448,-86.512496,"39.182448,-86.512496"
902420478,2015-03-07,Weekend,1300,2-Car,No injury/unknown,UNSAFE BACKING,E 10TH,39.17638171,-86.47901486,"39.17638171,-86.47901486"
902420518,2015-03-07,Weekend,1900,1-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,E 7TH & WOODLAWN,39.16864,-86.523392,"39.16864,-86.523392"
902420733,2015-03-05,Weekday,1300,2-Car,No injury/unknown,IMPROPER TURNING,WEST VERNAL,39.17750168,-86.58057403,"39.17750168,-86.58057403"
902420736,2015-03-06,Weekend,2000,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR37S & TAPP,39.13566671,-86.572896,"39.13566671,-86.572896"
902420743,2015-03-01,Weekend,1600,3+ Cars,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,LINCOLN & WYLIE,39.15834993,-86.53129018,"39.15834993,-86.53129018"
902420956,2015-03-02,Weekday,800,Bus,No injury/unknown,UNSAFE BACKING,GRAHAM & S ROCKPORT,39.140144,-86.54496,"39.140144,-86.54496"
902420964,2015-03-07,Weekend,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SR45W,39.125312,-86.610496,"39.125312,-86.610496"
902420971,2015-03-02,Weekday,800,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,3RD & CORY,39.16447761,-86.56014195,"39.16447761,-86.56014195"
902421016,2015-03-02,Weekday,300,2-Car,No injury/unknown,UNSAFE BACKING,W NORTHLANE,39.1826541,-86.53809428,"39.1826541,-86.53809428"
902421262,2015-03-02,Weekday,1400,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,WALNUT & WALNUT PARK ACCESS,39.107344,-86.5264,"39.107344,-86.5264"
902421307,2015-03-02,Weekday,1500,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,E 10TH & SR4546S,39.176848,-86.478192,"39.176848,-86.478192"
902421321,2015-03-02,Weekday,1400,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,2ND & SR46W,39.232064,-86.622176,"39.232064,-86.622176"
902421379,2015-03-02,Weekday,1700,Bus,No injury/unknown,UNSAFE BACKING,LIVE OAK & STERLING,39.11382996,-86.48140981,"39.11382996,-86.48140981"
902421391,2015-03-02,Weekday,300,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,N FOX HOLLOW & SR37N,39.28909855,-86.51842001,"39.28909855,-86.51842001"
902421431,2015-03-02,Weekday,2200,2-Car,Incapacitating,IMPROPER TURNING,LAMPKINS RIDGE & SR446E,39.41460647,-86.47139351,"39.41460647,-86.47139351"
902421523,2015-03-03,Weekday,600,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,SR37 & ZIKES,39.04670943,-86.53586743,"39.04670943,-86.53586743"
902421586,2015-03-02,Weekday,1600,1-Car,No injury/unknown,UNSAFE BACKING,2931 E 10TH (DOCK) & RANGE,39.17148598,-86.49535006,"39.17148598,-86.49535006"
902421588,2015-03-03,Weekday,1000,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SR45W,39.125312,-86.610496,"39.125312,-86.610496"
902421590,2015-03-02,Weekday,1400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR45W & STANFORD,39.08949755,-86.66685515,"39.08949755,-86.66685515"
902421658,2015-03-02,Weekday,900,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,ACUFF & SR37N,39.20824,-86.554704,"39.20824,-86.554704"
902421660,2015-03-03,Weekday,900,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,W 3RD,39.164752,-86.573104,"39.164752,-86.573104"
902421779,2015-03-03,Weekday,1400,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,RHORER & WALNUT,39.12144,-86.526496,"39.12144,-86.526496"
902421842,2015-03-03,Weekday,1300,Cyclist,No injury/unknown,UNSAFE LANE MOVEMENT,GATES & JACOB,39.16562006,-86.57599993,"39.16562006,-86.57599993"
902421898,2015-03-03,Weekday,1000,2-Car,No injury/unknown,,ATWATER & BALLANTINE,39.17364398,-86.51912972,"39.17364398,-86.51912972"
902421904,2015-03-03,Weekday,1700,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,RANGE & SR46S,39.171504,-86.495312,"39.171504,-86.495312"
902421908,2015-03-03,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3RD & KINGSTON,39.16424,-86.492944,"39.16424,-86.492944"
902421921,2015-03-03,Weekday,1800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,KINSER,39.186544,-86.537888,"39.186544,-86.537888"
902421931,2015-03-03,Weekday,1700,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,N LOWER BIRDIE GALYAN & SR46E,39.17547989,-86.41352081,"39.17547989,-86.41352081"
902421946,2015-03-03,Weekday,2000,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,EAST THIRD & GRANT,39.16464,-86.529728,"39.16464,-86.529728"
902421967,2015-03-03,Weekday,1500,Pedestrian,Incapacitating,UNSAFE BACKING,W SR 46,39.2512,-86.652504,"39.2512,-86.652504"
902421968,2015-03-03,Weekday,2000,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,S OLD STATE ROAD 37 & SR37S,39.085632,-86.542304,"39.085632,-86.542304"
902421972,2015-03-03,Weekday,1700,Moped/Motorcycle,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,TECUMSEH & THOMAS,39.222848,-86.63048,"39.222848,-86.63048"
902422021,2015-04-04,Weekday,0,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,E STRATUM,39.15718451,-86.49233847,"39.15718451,-86.49233847"
902422058,2015-03-03,Weekday,1000,2-Car,Incapacitating,IMPROPER PASSING,ROGERS & WATSON,39.13704243,-86.5381751,"39.13704243,-86.5381751"
902422080,2015-04-04,Weekday,600,1-Car,No injury/unknown,DRIVER ASLEEP OR FATIGUED,BRYANTS CREEK & SR37,39.33556319,-86.51152924,"39.33556319,-86.51152924"
902422112,2015-04-04,Weekday,900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,7TH & ROGERS,39.168704,-86.538576,"39.168704,-86.538576"
902422134,2015-04-04,Weekday,700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,2700 BLK S WALNUT & WINSLOW,39.13566829,-86.52833531,"39.13566829,-86.52833531"
902422195,2015-04-04,Weekday,1000,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,BURKS & S WALNUT,39.11610549,-86.53136998,"39.11610549,-86.53136998"
902422201,2015-04-04,Weekday,1100,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,MEADOWCREEK & SARE,39.21934722,-86.49999015,"39.21934722,-86.49999015"
902422202,2015-04-04,Weekday,1000,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,GRIMES & HENDERSON,39.1533,-86.52696982,"39.1533,-86.52696982"
902422365,2015-03-03,Weekday,2100,2-Car,Incapacitating,LEFT OF CENTER,SR37 & VICTOR,39.10328611,-86.54911173,"39.10328611,-86.54911173"
902422396,2015-04-04,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,COUNTRY CLUB & MILTON,39.13615095,-86.53988873,"39.13615095,-86.53988873"
902422404,2015-04-04,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,KIRKWOOD & MAPLE,39.16672,-86.542096,"39.16672,-86.542096"
902422442,2015-04-04,Weekday,1500,1-Car,No injury/unknown,UNSAFE BACKING,NORTH MONROE,39.17212343,-86.547104,"39.17212343,-86.547104"
902422444,2015-04-04,Weekday,1500,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,N CRESTWOOD & N UNION VALLEY,39.217648,-86.5928,"39.217648,-86.5928"
902422445,2015-04-04,Weekday,1900,2-Car,No injury/unknown,UNSAFE BACKING,NORTH FEE,39.17524114,-86.51896409,"39.17524114,-86.51896409"
902422449,2015-04-04,Weekday,1700,2-Car,No injury/unknown,UNSAFE BACKING,N WALNUT,39.232544,-86.540704,"39.232544,-86.540704"
902422450,2015-04-04,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,KINSER & STATE RD 45 46 BYPASS,39.186544,-86.537888,"39.186544,-86.537888"
902422469,2015-04-04,Weekday,1800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E 12TH & N LINCOLN,39.174416,-86.530992,"39.174416,-86.530992"
902422471,2015-04-04,Weekday,1700,2-Car,No injury/unknown,IMPROPER PASSING,CEDAR CHASE & W RED ROCK,39.131712,-86.58536,"39.131712,-86.58536"
902422539,2015-03-03,Weekday,1600,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,EAST 10TH,39.17164591,-86.50199444,"39.17164591,-86.50199444"
902422865,2015-04-05,Weekday,1300,2-Car,No injury/unknown,IMPROPER LANE USAGE,3RD & FACULTY,39.164352,-86.521088,"39.164352,-86.521088"
902423049,2015-04-05,Weekday,2000,2-Car,No injury/unknown,UNSAFE BACKING,SR45 & SR46,39.20824814,-86.58039093,"39.20824814,-86.58039093"
902423074,2015-04-05,Weekday,1800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,N HARTSTRAIT & W VERNAL,39.186752,-86.611504,"39.186752,-86.611504"
902423077,2015-04-05,Weekday,2000,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR37N & W 3RD,39.164752,-86.573104,"39.164752,-86.573104"
902423152,2015-04-06,Weekday,100,1-Car,Incapacitating,RAN OFF ROAD RIGHT,DUVALL & KOONTZ,39.08611455,-86.619792,"39.08611455,-86.619792"
902423255,2015-04-06,Weekday,1000,2-Car,No injury/unknown,UNSAFE BACKING,W 3RD,39.164848,-86.581504,"39.164848,-86.581504"
902423282,2015-04-06,Weekday,1200,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,ATWATER & HAWTHORNE,39.16309007,-86.52020998,"39.16309007,-86.52020998"
902423301,2015-04-05,Weekday,900,Bus,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3RD & COLLEGE,39.16464,-86.534816,"39.16464,-86.534816"
902423352,2015-04-05,Weekday,1600,2-Car,No injury/unknown,IMPROPER LANE USAGE,SR45W,39.125312,-86.610496,"39.125312,-86.610496"
902423355,2015-04-06,Weekday,800,3+ Cars,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SR37,39.071056,-86.5356,"39.071056,-86.5356"
902423413,2015-04-05,Weekday,2000,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,N WALNUT & W 7TH,39.16864,-86.533568,"39.16864,-86.533568"
902423420,2015-03-07,Weekend,1500,3+ Cars,Non-incapacitating,FOLLOWING TOO CLOSELY,FRITZ & N WALNUT,39.191248,-86.532896,"39.191248,-86.532896"
902423463,2015-04-06,Weekday,1600,1-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,N DUNN & SR37N,39.18363953,-86.52835617,"39.18363953,-86.52835617"
902423468,2015-04-06,Weekday,1500,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,N WILLIS & W 17TH,39.179104,-86.544016,"39.179104,-86.544016"
902423501,2015-04-06,Weekend,2100,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,N ROGERS & W 11TH,39.173184,-86.538528,"39.173184,-86.538528"
902423589,2015-04-06,Weekday,900,Pedestrian,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,WEST ALLEN,39.156128,-86.560912,"39.156128,-86.560912"
902423612,2015-04-07,Weekend,1000,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,HICKORY LEAF & SR45W,39.14499486,-86.57788929,"39.14499486,-86.57788929"
902423613,2015-04-07,Weekend,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N ROGERS & W 6TH,39.16768,-86.538592,"39.16768,-86.538592"
902423678,2015-04-07,Weekend,1300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,LIBERTY & W 3RD,39.13288687,-86.57913006,"39.13288687,-86.57913006"
902423717,2015-04-07,Weekend,1800,1-Car,No injury/unknown,UNSAFE SPEED,1ST & WALKER,39.15946975,-86.5460202,"39.15946975,-86.5460202"
902423739,2015-04-07,Weekend,1900,3+ Cars,Incapacitating,FOLLOWING TOO CLOSELY,DUNN & SR46E,39.186352,-86.528496,"39.186352,-86.528496"
902423741,2015-04-05,Weekday,2000,2-Car,No injury/unknown,ROADWAY SURFACE CONDITION,EAST THIRD STREET & HAWTHORNE,39.17482447,-86.52008995,"39.17482447,-86.52008995"
902423835,2015-04-07,Weekend,1400,2-Car,No injury/unknown,UNSAFE BACKING,CANTERBURRY,39.19635013,-86.55580222,"39.19635013,-86.55580222"
902423918,2015-04-01,Weekend,1000,3+ Cars,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,10 & SR46S,38.826425,-86.789182,"38.826425,-86.789182"
902423995,2015-04-01,Weekend,1600,2-Car,No injury/unknown,UNSAFE BACKING,E 10TH,39.171648,-86.5027701,"39.171648,-86.5027701"
902424011,2015-04-07,Weekend,1800,2-Car,No injury/unknown,IMPROPER TURNING,2ND & WALKER,39.161648,-86.546128,"39.161648,-86.546128"
902424036,2015-04-01,Weekday,1900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E 9TH & N INDIANA,39.170544,-86.526992,"39.170544,-86.526992"
902424548,2015-04-02,Weekday,1400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,ATWATER & HIGH,39.16308001,-86.50846995,"39.16308001,-86.50846995"
902424692,2015-04-02,Weekday,1600,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,SOUTH CLARIZZ,39.15263367,-86.49272918,"39.15263367,-86.49272918"
902424699,2015-04-02,Weekday,1700,3+ Cars,Non-incapacitating,FOLLOWING TOO CLOSELY,10TH & SR46E,39.21399732,-86.53102874,"39.21399732,-86.53102874"
902424701,2015-04-07,Weekend,1500,2-Car,Non-incapacitating,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,N RICHARDSON & SR45E,39.23984,-86.387696,"39.23984,-86.387696"
902424705,2015-04-01,Weekend,1600,2-Car,No injury/unknown,LEFT OF CENTER,MAPLE GROVE & STANTON,39.30312795,-86.56154014,"39.30312795,-86.56154014"
902424706,2015-04-01,Weekday,2100,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,SOUTH SHORE & TUNNEL,39.25155829,-86.41900164,"39.25155829,-86.41900164"
902424707,2015-04-07,Weekend,2000,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SR37S,39.12660505,-86.5726527,"39.12660505,-86.5726527"
902424806,2015-04-03,Weekday,700,2-Car,No injury/unknown,UNSAFE BACKING,E 3RD,39.16424,-86.5173551,"39.16424,-86.5173551"
902424928,2015-04-03,Weekday,800,2-Car,No injury/unknown,UNSAFE BACKING,E HOLLYWOOD & E POST,39.169648,-86.4828,"39.169648,-86.4828"
902425023,2015-04-03,Weekday,800,2-Car,No injury/unknown,UNSAFE BACKING,EAST 10TH,39.17157943,-86.51826514,"39.17157943,-86.51826514"
902425148,2015-04-02,Weekday,1400,2-Car,Non-incapacitating,UNSAFE SPEED,SR45 & W ELWREN,39.107648,-86.643696,"39.107648,-86.643696"
902425251,2015-04-03,Weekday,1000,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,SR37 & VICTOR,39.09431839,-86.55906677,"39.09431839,-86.55906677"
902425263,2015-04-03,Weekday,1400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,S PATTERSON & W 2ND,39.16075,-86.54851238,"39.16075,-86.54851238"
902425336,2015-04-03,Weekday,2200,2-Car,No injury/unknown,LEFT OF CENTER,SR37S & TAPP,39.13704,-86.572896,"39.13704,-86.572896"
902425359,2015-04-04,Weekday,200,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,NORTH ROGERS & WEST KIRKWOOD,39.166672,-86.538608,"39.166672,-86.538608"
902425436,2015-04-07,Weekend,1700,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,FLATWOODS ROAD & SR46E,39.25037815,-86.65158204,"39.25037815,-86.65158204"
902425572,2015-04-03,Weekday,1300,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,PINE GROVE & SR446,39.11605361,-86.42871846,"39.11605361,-86.42871846"
902425575,2015-04-04,Weekday,1000,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,GRIMES & HENDERSON,39.1533,-86.52696982,"39.1533,-86.52696982"
902425578,2015-04-04,Weekday,1200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,S LIBERTY & W 3RD,39.16461021,-86.57914738,"39.16461021,-86.57914738"
902425585,2015-04-04,Weekday,1200,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,N DUNN,39.180352,-86.5284,"39.180352,-86.5284"
902425640,2015-04-04,Weekday,1100,Pedestrian,Incapacitating,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,3RD & SOUTH HAWTHORNE,39.22770039,-86.52008404,"39.22770039,-86.52008404"
902425721,2015-04-04,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,LONGVIEW & PETE ELLIS,39.166944,-86.495056,"39.166944,-86.495056"
902425801,2015-04-04,Weekday,1900,2-Car,No injury/unknown,,E COVENANTER,39.155344,-86.503088,"39.155344,-86.503088"
902425814,2015-04-04,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,2ND & SOUTH WALNUT,39.16144,-86.5336,"39.16144,-86.5336"
902425823,2015-04-03,Weekday,1700,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,S ROCKPORT & W MAY,39.093344,-86.5868,"39.093344,-86.5868"
902425826,2015-04-04,Weekday,1500,2-Car,No injury/unknown,UNSAFE BACKING,SOUTH COLLEGE MALL,39.16464,-86.534816,"39.16464,-86.534816"
902425840,2015-04-03,Weekday,1800,2-Car,No injury/unknown,LEFT OF CENTER,PARK & TURTLEBACK,39.22714993,-86.61991976,"39.22714993,-86.61991976"
902425965,2015-04-04,Weekday,800,2-Car,No injury/unknown,LEFT OF CENTER,S PHYLLIS & S ROGERS,39.10476225,-86.54038172,"39.10476225,-86.54038172"
902426261,2015-04-05,Weekday,1200,1-Car,No injury/unknown,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,N JORDAN,39.1676,-86.516168,"39.1676,-86.516168"
902426283,2015-04-05,Weekday,1300,1-Car,No injury/unknown,UNSAFE BACKING,N JORDAN,39.173552,-86.515488,"39.173552,-86.515488"
902426446,2015-04-05,Weekday,1600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,10TH & SUNRISE,39.17157993,-86.51247985,"39.17157993,-86.51247985"
902426491,2015-04-05,Weekday,1400,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E 14TH & N INDIANA,39.176192,-86.52712,"39.176192,-86.52712"
902426498,2015-04-05,Weekday,1800,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,E COVENANTER & S COLLEGE MALL,39.155152,-86.497888,"39.155152,-86.497888"
902426502,2015-04-05,Weekday,1800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,COLLEGE MALL & COVENANTER,39.155152,-86.497888,"39.155152,-86.497888"
902426507,2015-04-05,Weekday,1700,2-Car,No injury/unknown,,7TH,39.168752,-86.5436,"39.168752,-86.5436"
902426544,2015-04-05,Weekday,1800,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,E GRIMES & S HENDERSON,39.1533,-86.52696982,"39.1533,-86.52696982"
902426548,2015-04-05,Weekday,2100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,HARTSTRAIT & SR46W,39.20619965,-86.61134338,"39.20619965,-86.61134338"
902426561,2015-04-05,Weekday,1400,1-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,SOUTH COLLEGE MALL,39.16464,-86.534816,"39.16464,-86.534816"
902426570,2015-04-05,Weekday,1500,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,EAST DODDS & SOUTH LINCOLN,39.157504,-86.531104,"39.157504,-86.531104"
902426607,2015-04-05,Weekday,200,1-Car,No injury/unknown,IMPROPER TURNING,E 3RD & N PETE ELLIS,39.16424,-86.495088,"39.16424,-86.495088"
902426608,2015-04-06,Weekday,300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N COLLEGE & SR46E,39.186352,-86.534704,"39.186352,-86.534704"
902426625,2015-04-06,Weekday,100,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OLD STATE ROAD 37,39.138688,-86.465968,"39.138688,-86.465968"
902426650,2015-04-06,Weekday,0,1-Car,No injury/unknown,UNSAFE LANE MOVEMENT,7TH & N WALNUT,39.16864,-86.533568,"39.16864,-86.533568"
902426805,2015-04-06,Weekday,700,2-Car,Non-incapacitating,DRIVER ILLNESS,4400 BLK HEATHERWOOD & IRIS,39.128848,-86.588272,"39.128848,-86.588272"
902426809,2015-04-06,Weekday,1000,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,JOY & ROGERS,39.14264,-86.53864,"39.14264,-86.53864"
902426981,2015-04-05,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,S WALNUT & S WALNUT STREET,39.107344,-86.5264,"39.107344,-86.5264"
902426997,2015-04-05,Weekday,2200,2-Car,No injury/unknown,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,E 10TH,39.171472,-86.509376,"39.171472,-86.509376"
902427015,2015-04-06,Weekday,1600,Moped/Motorcycle,Incapacitating,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,16TH & N WALNUT,39.17784,-86.533408,"39.17784,-86.533408"
902427083,2015-04-06,Weekday,1600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,PATTERSON & ROGERS,39.15379295,-86.53875218,"39.15379295,-86.53875218"
902427102,2015-04-06,Weekday,1400,2-Car,No injury/unknown,UNSAFE BACKING,N MORTON,39.16786971,-86.536,"39.16786971,-86.536"
902427112,2015-04-06,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,W THIRD,39.164752,-86.573104,"39.164752,-86.573104"
902427122,2015-04-06,Weekday,1700,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,6TH & ROGERS,39.16768,-86.538592,"39.16768,-86.538592"
902427123,2015-04-05,Weekday,1400,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,N MATTHEWS,39.235504,-86.625712,"39.235504,-86.625712"
902427163,2015-04-05,Weekday,0,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,MERRITT & SR446S,39.32134466,-86.42514778,"39.32134466,-86.42514778"
902427164,2015-04-06,Weekday,500,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,BETHEL & N OLD STATE ROAD 37,39.215344,-86.521392,"39.215344,-86.521392"
902427185,2015-04-06,Weekend,2200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,8TH & COLLEGE,39.169552,-86.534784,"39.169552,-86.534784"
902427250,2015-04-06,Weekday,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,W THIRD,39.16465513,-86.57859764,"39.16465513,-86.57859764"
902427256,2015-04-07,Weekend,900,2-Car,No injury/unknown,UNSAFE BACKING,HILLSIDE & PARK,39.1505444,-86.52372782,"39.1505444,-86.52372782"
902427269,2015-04-07,Weekend,700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,CURRY & SR48W,39.16463589,-86.58291865,"39.16463589,-86.58291865"
902427304,2015-04-07,Weekend,1200,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,COLLEGE MALL & COVENANTER,39.155152,-86.497888,"39.155152,-86.497888"
902427355,2015-04-06,Weekday,1700,2-Car,No injury/unknown,UNSAFE BACKING,E 10TH,39.17149326,-86.51131082,"39.17149326,-86.51131082"
902427470,2015-04-07,Weekend,2300,2-Car,No injury/unknown,UNSAFE BACKING,S WALNUT,39.142555,-86.531238,"39.142555,-86.531238"
902427477,2015-04-07,Weekend,100,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,MOUNT GILEAD & SR45E,39.1837032,-86.47042612,"39.1837032,-86.47042612"
902427479,2015-04-01,Weekend,0,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,SR37S & W SIMPSON CHAPEL,39.28130294,-86.52264966,"39.28130294,-86.52264966"
902427482,2015-04-05,Weekday,1700,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,OLD SR 37 & SAMPLE RD,39.25864,-86.5012,"39.25864,-86.5012"
902427489,2015-04-06,Weekday,1700,2-Car,No injury/unknown,UNSAFE BACKING,TAPP,39.13736343,-86.57886505,"39.13736343,-86.57886505"
902427570,2015-04-01,Weekend,1000,2-Car,No injury/unknown,IMPROPER PASSING,17TH & WALNUT,39.17896,-86.521088,"39.17896,-86.521088"
902427687,2015-04-01,Weekend,1700,2-Car,No injury/unknown,,S STATE RD 46,39.16496895,-86.49869799,"39.16496895,-86.49869799"
902427894,2015-04-02,Weekday,700,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,LANDMARK & W 3RD,39.16442983,-86.55630983,"39.16442983,-86.55630983"
902428259,2015-04-02,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,EASTGATE & SR45N,39.17024,-86.501392,"39.17024,-86.501392"
902428275,2015-04-01,Weekend,1700,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,10TH & WASHINGTON,39.171728,-86.5324,"39.171728,-86.5324"
902428341,2015-04-02,Weekday,2000,1-Car,Incapacitating,RAN OFF ROAD RIGHT,S COLLEGE & W 2ND,39.16144,-86.534848,"39.16144,-86.534848"
902428379,2015-04-01,Weekend,0,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,SOUTH OLD STATE ROAD 37 & SR37,39.085632,-86.542304,"39.085632,-86.542304"
902428380,2015-04-01,Weekend,300,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,BETHEL & NORTH OLD STATE ROAD 37,39.21522596,-86.51433289,"39.21522596,-86.51433289"
