Master Record Number,Date,Weekend?,Hour,Collision Type,Injury Type,Primary Factor,Reported_Location,Latitude,Longitude,Location
902529816,2015-09-01,Weekday,2200,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,ARLINGTON & MAPLE GROVE,39.19982711,-86.55963587,"39.19982711,-86.55963587"
902464120,2015-06-02,Weekday,2000,2-Car,No injury/unknown,UNSAFE BACKING,N GATES,39.16987228,-86.57498168,"39.16987228,-86.57498168"
902545439,2015-10-07,Weekend,500,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,SR45N & W 3RD,39.164752,-86.573104,"39.164752,-86.573104"
902550308,2015-11-01,Weekend,0,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,E 19TH & N DUNN,39.18104,-86.5284,"39.18104,-86.5284"
902504673,2015-08-07,Weekend,300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3RD & GRANT,39.16464,-86.529728,"39.16464,-86.529728"
902436878,2015-04-01,Weekend,1100,2-Car,No injury/unknown,UNSAFE BACKING,EAST 10TH,39.171648,-86.50435515,"39.171648,-86.50435515"
902455799,2015-06-03,Weekday,1900,2-Car,Incapacitating,DISREGARD SIGNAL/REG SIGN,EAST THIRD & INDIANA,39.164448,-86.5268,"39.164448,-86.5268"
902407778,2015-03-04,Weekday,1800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E 3RD & S GRANT,39.16464,-86.529728,"39.16464,-86.529728"
902518137,2015-09-04,Weekday,1200,2-Car,No injury/unknown,UNSAFE BACKING,E 4TH,39.165648,-86.529488,"39.165648,-86.529488"
902378775,2015-01-05,Weekday,900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,TENTH & WOODLAWN,39.17162998,-86.52351778,"39.17162998,-86.52351778"
902376554,2015-01-02,Weekday,200,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,JORDAN & THIRD,39.16427532,-86.51640856,"39.16427532,-86.51640856"
902467080,2015-06-07,Weekend,1600,1-Car,No injury/unknown,UNSAFE SPEED,S LEONARD SPRINGS & W MAY,39.09344,-86.591792,"39.09344,-86.591792"
902418734,2015-03-03,Weekday,1500,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,CHAFFIN CHAPEL & SR46W,39.25960159,-86.64377545,"39.25960159,-86.64377545"
902396512,2015-02-03,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E 3RD & S GRANT,39.16464,-86.529728,"39.16464,-86.529728"
902579173,2015-12-02,Weekday,1400,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,S ACADIA,39.13459495,-86.51912704,"39.13459495,-86.51912704"
902418409,2015-03-03,Weekday,1100,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,W 3RD & WESTPLEX,39.16440971,-86.55389986,"39.16440971,-86.55389986"
902542274,2015-10-02,Weekday,1900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,EAST 5TH & NORTH CLARK,39.16681029,-86.50497972,"39.16681029,-86.50497972"
902462253,2015-06-04,Weekday,1100,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,GORDON & OLD STATE ROAD 37,39.121552,-86.531296,"39.121552,-86.531296"
902412595,2015-03-05,Weekday,1900,3+ Cars,No injury/unknown,RAN OFF ROAD RIGHT,BURMA,39.141616,-86.542032,"39.141616,-86.542032"
902486880,2015-07-04,Weekday,1100,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,DUNCAN & SR45W,39.13467187,-86.59671551,"39.13467187,-86.59671551"
902367995,2015-01-03,Weekday,1000,2-Car,No injury/unknown,UNSAFE BACKING,RAPPEL,39.18768311,-86.54618835,"39.18768311,-86.54618835"
902397489,2015-02-04,Weekday,2000,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,BUICK CADILLAC & COLLEGE MALL,39.15816,-86.497792,"39.15816,-86.497792"
902364412,2015-01-06,Weekend,2300,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,BASSWOOD & BLOOMFIELD,39.14978027,-86.56889006,"39.14978027,-86.56889006"
902411471,2015-03-03,Weekday,1200,1-Car,No injury/unknown,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,DANIELS,39.16671172,-86.59908838,"39.16671172,-86.59908838"
902423301,2015-04-05,Weekday,900,Bus,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3RD & COLLEGE,39.16464,-86.534816,"39.16464,-86.534816"
902389546,2015-02-05,Weekday,800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N CURRY & W VERNAL,39.179248,-86.5832,"39.179248,-86.5832"
902503413,2015-08-04,Weekday,1400,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,SR37 & WEST 3RD,39.164752,-86.573104,"39.164752,-86.573104"
902502080,2015-08-02,Weekday,300,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,JOHN YOUNG & SHILO,39.26518382,-86.43351561,"39.26518382,-86.43351561"
902604954,2015-10-01,Weekend,1200,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,ATWATER & MITCHELL,39.16308001,-86.5141797,"39.16308001,-86.5141797"
902545685,2015-10-01,Weekday,2000,2-Car,Incapacitating,,E MORNINGSIDE & N SMITH,39.166432,-86.4812,"39.166432,-86.4812"
902606125,2015-12-05,Weekday,1400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E 4TH & WALNUT,39.165648,-86.5336,"39.165648,-86.5336"
902397371,2015-02-04,Weekday,1600,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,SR446S & SR46E,39.135648,-86.462,"39.135648,-86.462"
902595367,2015-12-01,Weekday,2200,2-Car,No injury/unknown,IMPROPER TURNING,E 3RD,39.16423674,-86.49805388,"39.16423674,-86.49805388"
902387451,2015-02-04,Weekday,1400,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,EAST 7TH,39.168752,-86.5436,"39.168752,-86.5436"
902432313,2015-04-03,Weekday,800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,LIBERTY & STATE ROAD 45,39.25071158,-86.57777018,"39.25071158,-86.57777018"
902459199,2015-06-06,Weekday,1100,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,MONROE DAM & VALLEY MISSION,39.009344,-86.510096,"39.009344,-86.510096"
902372716,2015-01-03,Weekday,300,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,CHANDLER & RENEE,39.23488,-86.616736,"39.23488,-86.616736"
902586277,2015-12-07,Weekend,1600,2-Car,No injury/unknown,IMPROPER PASSING,3RD & COLLEGE MALL,39.16424,-86.4984,"39.16424,-86.4984"
902571447,2015-11-03,Weekday,600,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,INGRAM & SR37S,38.99338926,-86.53726441,"38.99338926,-86.53726441"
902442493,2015-05-07,Weekend,1500,2-Car,No injury/unknown,UNSAFE BACKING,E 17TH,39.179008,-86.525888,"39.179008,-86.525888"
902493439,2015-08-02,Weekday,1200,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S LIBERTY & W 3RD,39.16461021,-86.57913006,"39.16461021,-86.57913006"
902446794,2015-05-02,Weekday,0,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,FOX HOLLOW & SR37N,39.28536159,-86.52063038,"39.28536159,-86.52063038"
902407181,2015-03-02,Weekday,1200,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,N BRYANTS CREEK & SR37N,39.33204816,-86.51427777,"39.33204816,-86.51427777"
902484784,2015-07-07,Weekend,2100,2-Car,No injury/unknown,IMPROPER LANE USAGE,ST RD 45 46,39.186352,-86.531696,"39.186352,-86.531696"
902446248,2015-05-07,Weekend,1300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,11TH & ROGERS,39.173184,-86.538528,"39.173184,-86.538528"
902487088,2015-07-04,Weekday,1900,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,GATES & WEST THIRD,39.16459009,-86.57619975,"39.16459009,-86.57619975"
902440959,2015-05-03,Weekday,2300,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,S HARMONY & SR45W,39.11068027,-86.638854,"39.11068027,-86.638854"
902468608,2015-06-02,Weekday,2100,Cyclist,Non-incapacitating,IMPROPER TURNING,E 3RD & S HILLSDALE,39.164272,-86.502416,"39.164272,-86.502416"
902572978,2015-11-07,Weekend,1800,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,WALNUT STREET & WINSLOW,39.1359897,-86.52879975,"39.1359897,-86.52879975"
902552046,2015-11-01,Weekday,2100,1-Car,Incapacitating,RAN OFF ROAD RIGHT,E CHAMBERS,39.30432,-86.5168,"39.30432,-86.5168"
902413423,2015-03-05,Weekday,1300,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,FLATWOODS & SR46W,39.25347374,-86.65441007,"39.25347374,-86.65441007"
902443426,2015-05-02,Weekday,1300,1-Car,Incapacitating,RAN OFF ROAD RIGHT,SR45E & TUNNEL,39.23075611,-86.42494389,"39.23075611,-86.42494389"
902430569,2015-04-06,Weekday,1800,Moped/Motorcycle,Incapacitating,RAN OFF ROAD RIGHT,EAST SALT CREEK & SR446,39.0884819,-86.42079925,"39.0884819,-86.42079925"
902383811,2015-01-06,Weekday,1600,3+ Cars,Incapacitating,DISREGARD SIGNAL/REG SIGN,EAST 17TH & SR46,39.17979888,-86.50723113,"39.17979888,-86.50723113"
902475976,2015-07-03,Weekday,1000,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,3RD & INDIANA,39.164448,-86.5268,"39.164448,-86.5268"
902382482,2015-01-04,Weekday,1500,3+ Cars,Non-incapacitating,BRAKE FAILURE OR DEFECTIVE,CORY & THIRD,39.164544,-86.560096,"39.164544,-86.560096"
902423612,2015-04-07,Weekend,1000,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,HICKORY LEAF & SR45W,39.14499486,-86.57788929,"39.14499486,-86.57788929"
902524311,2015-09-01,Weekend,1300,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,10TH & COLLEGE,39.171744,-86.534768,"39.171744,-86.534768"
902549756,2015-10-06,Weekday,1400,2-Car,No injury/unknown,,123 S KINGSTON & LONGVIEW,39.166848,-86.4928,"39.166848,-86.4928"
902558378,2015-11-02,Weekday,1400,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SHARP & SR46W,39.23585459,-86.62777953,"39.23585459,-86.62777953"
902500214,2015-08-07,Weekend,700,2-Car,Incapacitating,LEFT OF CENTER,OLD ST 37 & W HOBART,39.01368968,-86.5409537,"39.01368968,-86.5409537"
902505999,2015-08-02,Weekday,1900,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,10TH & JORDAN,39.171552,-86.515728,"39.171552,-86.515728"
902483812,2015-07-06,Weekday,600,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,SR37S & TAPP,39.13978646,-86.57292991,"39.13978646,-86.57292991"
902552090,2015-11-02,Weekday,1400,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,MILLER & WALNUT,39.14681026,-86.53250397,"39.14681026,-86.53250397"
902554125,2015-11-04,Weekday,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E WINSLOW & SO WALNUT STREET,39.136144,-86.528688,"39.136144,-86.528688"
902483339,2015-07-05,Weekday,1300,2-Car,No injury/unknown,IMPROPER TURNING,LIBERTY,39.145152,-86.5776,"39.145152,-86.5776"
902503404,2015-08-04,Weekday,1700,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,PROFILE & SR48W,39.1647376,-86.5925978,"39.1647376,-86.5925978"
902461010,2015-06-05,Weekday,1500,Bus,No injury/unknown,UNSAFE LANE MOVEMENT,E 3RD & FACULTY,39.164352,-86.521088,"39.164352,-86.521088"
902578255,2015-12-01,Weekend,1200,Bus,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SALE & SR46W,39.23384,-86.624704,"39.23384,-86.624704"
902538466,2015-10-03,Weekday,2100,Pedestrian,Non-incapacitating,HEADLIGHT DEFECTIVE OR NOT ON,4TH & GRANT,39.165648,-86.529712,"39.165648,-86.529712"
902398178,2015-02-05,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,DIXIE & FAIRVIEW,39.156752,-86.540976,"39.156752,-86.540976"
902463462,2015-06-02,Weekday,1300,2-Car,No injury/unknown,IMPROPER TURNING,N WALNUT,39.16871445,-86.53356669,"39.16871445,-86.53356669"
902578478,2015-12-07,Weekend,2100,1-Car,No injury/unknown,DRIVER ASLEEP OR FATIGUED,3315 E LONGVIEW & KINGSTON,39.166848,-86.4928,"39.166848,-86.4928"
902540528,2015-10-06,Weekend,2100,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,2ND & WALKER,39.16142978,-86.54614023,"39.16142978,-86.54614023"
902417101,2015-03-01,Weekend,1400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,2ND & PATTERSON,39.16074984,-86.54850997,"39.16074984,-86.54850997"
902445988,2015-05-06,Weekend,1900,2-Car,No injury/unknown,UNSAFE BACKING,E 3RD,39.164272,-86.50177208,"39.164272,-86.50177208"
902470606,2015-06-06,Weekday,1800,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,CURRY & GIFFORD,39.156896,-86.582704,"39.156896,-86.582704"
902603734,2015-12-02,Weekday,700,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,FAIRFAX & WALNUT STREET,39.10715819,-86.52650724,"39.10715819,-86.52650724"
902572065,2015-11-05,Weekday,2000,2-Car,No injury/unknown,LEFT OF CENTER,CHAFIN CHAPEL & RED HILL,39.31249031,-86.63475975,"39.31249031,-86.63475975"
902372873,2015-01-01,Weekend,1100,1-Car,Non-incapacitating,ANIMAL/OBJECT IN ROADWAY,DELAP,39.250778,-86.615867,"39.250778,-86.615867"
902377198,2015-01-01,Weekend,900,1-Car,Incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,FRIENDSHIP & SR46,39.15149145,-86.40317983,"39.15149145,-86.40317983"
902413711,2015-03-05,Weekday,2000,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,WALCOTT & WOODYARD,39.20263934,-86.60293007,"39.20263934,-86.60293007"
902547780,2015-10-03,Weekday,1600,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,S WALNUT & W GRIMES,39.15344,-86.5336,"39.15344,-86.5336"
902413088,2015-03-06,Weekday,1600,1-Car,No injury/unknown,UNSAFE BACKING,EAST 3RD,39.16464,-86.5324,"39.16464,-86.5324"
902420166,2015-03-06,Weekday,1500,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,RANGE & SR46S,39.17522812,-86.49550628,"39.17522812,-86.49550628"
902538414,2015-10-02,Weekday,1500,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,S STRAIN RIDGE,39.07112,-86.507008,"39.07112,-86.507008"
902417363,2015-03-02,Weekday,700,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,S LEONARD SPRINGS & W LEONARD SPRINGS,39.126976,-86.582464,"39.126976,-86.582464"
902422365,2015-03-03,Weekday,2100,2-Car,Incapacitating,LEFT OF CENTER,SR37 & VICTOR,39.10328611,-86.54911173,"39.10328611,-86.54911173"
902513424,2015-09-03,Weekday,1000,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,6TH & GRANT,39.16743734,-86.529696,"39.16743734,-86.529696"
902552395,2015-11-02,Weekday,1800,2-Car,No injury/unknown,IMPROPER LANE USAGE,EAST HIGH & EAST MOORES,39.15048257,-86.50844643,"39.15048257,-86.50844643"
902428732,2015-04-03,Weekday,900,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,HICKORY & SR48,39.164832,-86.585856,"39.164832,-86.585856"
902451275,2015-05-03,Weekday,900,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,CURRY & SR 45,39.142048,-86.582592,"39.142048,-86.582592"
902480018,2015-07-03,Weekday,0,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,4625 W GIFFORD & S ENDWRIGHT,39.151344,-86.5964,"39.151344,-86.5964"
902379834,2015-01-07,Weekend,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,7TH & WASHINGTON,39.16864,-86.5324,"39.16864,-86.5324"
902406010,2015-03-02,Weekday,1000,2-Car,No injury/unknown,UNSAFE BACKING,S LANDMARK,39.1593799,-86.5537101,"39.1593799,-86.5537101"
902469953,2015-06-06,Weekday,0,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,S LEONARD SPRINGS & W LIZZY,39.1987365,-86.59514017,"39.1987365,-86.59514017"
902560116,2015-11-04,Weekday,1200,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,N JACOBS,39.1702919,-86.57196044,"39.1702919,-86.57196044"
902425721,2015-04-04,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,LONGVIEW & PETE ELLIS,39.166944,-86.495056,"39.166944,-86.495056"
902446533,2015-05-01,Weekend,700,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,SR37N & TAPP,39.14390618,-86.57297357,"39.14390618,-86.57297357"
902552020,2015-11-02,Weekday,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3RD & SWAIN,39.16425012,-86.51525996,"39.16425012,-86.51525996"
902403245,2015-02-05,Weekday,1800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR45W,39.125312,-86.610496,"39.125312,-86.610496"
902403272,2015-02-05,Weekday,2000,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S OLD SR 37,39.137088,-86.53056,"39.137088,-86.53056"
902412120,2015-03-01,Weekend,0,3+ Cars,Non-incapacitating,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,SR46S & THIRD,39.16424006,-86.49827018,"39.16424006,-86.49827018"
902365759,2015-01-02,Weekday,700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,446 & SR46E,39.16692661,-86.4572165,"39.16692661,-86.4572165"
902492510,2015-08-07,Weekend,900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR37N & VERNAL,39.176544,-86.5624,"39.176544,-86.5624"
902551297,2015-10-04,Weekday,2100,1-Car,No injury/unknown,UNSAFE BACKING,W HENNESSEY,39.12535477,-86.55380249,"39.12535477,-86.55380249"
902453660,2015-05-06,Weekday,1500,2-Car,Incapacitating,FOLLOWING TOO CLOSELY,SR37 & W VERNAL,39.176544,-86.5624,"39.176544,-86.5624"
902485653,2015-07-01,Weekday,1900,2-Car,No injury/unknown,IMPROPER LANE USAGE,N WALNUT & W 7TH,39.16864,-86.533568,"39.16864,-86.533568"
902540330,2015-10-06,Weekday,1100,Cyclist,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,7TH & JORDAN,39.16916292,-86.51599183,"39.16916292,-86.51599183"
902595654,2015-12-02,Weekday,900,2-Car,No injury/unknown,UNSAFE BACKING,1800 N RANGE RD & RANGE,39.184208,-86.492816,"39.184208,-86.492816"
902519569,2015-09-03,Weekday,1300,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,8500 LITTLE WOLF MOUNTAIN & MT CARMEL,39.08413996,-86.66274391,"39.08413996,-86.66274391"
902424706,2015-04-01,Weekday,2100,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,SOUTH SHORE & TUNNEL,39.25155829,-86.41900164,"39.25155829,-86.41900164"
902579815,2015-12-06,Weekday,1600,2-Car,No injury/unknown,ENGINE FAILURE OR DEFECTIVE,W SIERRA,39.15266671,-86.58359594,"39.15266671,-86.58359594"
902569840,2015-11-02,Weekday,2200,1-Car,No injury/unknown,UNSAFE SPEED,BARR & MT TABOR,39.273888,-86.621456,"39.273888,-86.621456"
902378525,2015-01-04,Weekday,1800,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,ADAMS & ALLEN,39.155943,-86.55112098,"39.155943,-86.55112098"
902546099,2015-10-02,Weekday,1100,2-Car,No injury/unknown,UNSAFE BACKING,S LIBERTY,39.145264,-86.577616,"39.145264,-86.577616"
902591166,2015-12-02,Weekday,1900,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SOUTH OLD STATE ROAD 37,39.120239,-86.52938,"39.120239,-86.52938"
902540116,2015-09-04,Weekday,1300,2-Car,No injury/unknown,UNSAFE BACKING,3RD,39.16464,-86.56905455,"39.16464,-86.56905455"
902558314,2015-11-02,Weekday,1600,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,E 10TH & S PETE ELLIS,39.171504,-86.495312,"39.171504,-86.495312"
902531964,2015-10-06,Weekday,1500,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3RD & PETE ELLIS,39.16424,-86.495088,"39.16424,-86.495088"
902410684,2015-03-02,Weekday,1400,2-Car,No injury/unknown,UNSAFE BACKING,NORTH FAIRVIEW & WEST KIRKWOOD,39.166704,-86.5408,"39.166704,-86.5408"
902520682,2015-09-07,Weekend,1500,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,CHAPEL HILL & SR446N,39.02483704,-86.40536989,"39.02483704,-86.40536989"
902390036,2015-02-07,Weekend,1300,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,WALNUT & WINSLOW,39.136144,-86.528688,"39.136144,-86.528688"
902530796,2015-09-04,Weekday,2300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,S ROGERS & W 2ND,39.16152,-86.538592,"39.16152,-86.538592"
902577974,2015-12-07,Weekend,1900,1-Car,Incapacitating,UNSAFE SPEED,FISH & LYDY,39.284592,-86.479968,"39.284592,-86.479968"
902412089,2015-03-04,Weekday,1800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,INDRUSTRIAL & SR45W,39.14359867,-86.58030842,"39.14359867,-86.58030842"
902528252,2015-09-07,Weekend,2300,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,E 3RD & S HIGHLAND,39.16427024,-86.51772022,"39.16427024,-86.51772022"
902575106,2015-11-02,Weekday,900,2-Car,No injury/unknown,LEFT OF CENTER,BETHEL & SR45E,39.214406,-86.45631982,"39.214406,-86.45631982"
902432124,2015-04-02,Weekday,700,2-Car,No injury/unknown,IMPROPER TURNING,E KIRKWOOD,39.16677127,-86.54552653,"39.16677127,-86.54552653"
902526293,2015-09-03,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,3RD & CLIFTON,39.1642803,-86.50968968,"39.1642803,-86.50968968"
902403572,2015-02-06,Weekday,800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E 10TH & N INDIANA,39.17168,-86.527024,"39.17168,-86.527024"
902561398,2015-11-06,Weekday,700,1-Car,No injury/unknown,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,PATTERSON,39.153488,-86.541496,"39.153488,-86.541496"
902373417,2015-01-03,Weekday,1700,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,3RD & SR37,39.164752,-86.573104,"39.164752,-86.573104"
902535457,2015-10-03,Weekday,1900,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,N BRYAN,39.14184,-86.5364,"39.14184,-86.5364"
902524052,2015-09-07,Weekend,1600,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,9TH & INDIANA,39.170544,-86.526992,"39.170544,-86.526992"
902375946,2015-01-07,Weekend,1500,2-Car,No injury/unknown,UNSAFE BACKING,E 10TH,39.17168,-86.527024,"39.17168,-86.527024"
902444540,2015-05-04,Weekday,1200,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,SR37 & SR45W,39.148144,-86.572992,"39.148144,-86.572992"
902507438,2015-08-04,Weekday,300,2-Car,Incapacitating,LEFT OF CENTER,HARMONY & SR45W,39.111024,-86.638304,"39.111024,-86.638304"
902501150,2015-08-01,Weekend,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,10TH & GRANT,39.171696,-86.529696,"39.171696,-86.529696"
902388643,2015-02-05,Weekday,2200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3RD & WALNUT,39.16464,-86.5336,"39.16464,-86.5336"
902501061,2015-08-01,Weekend,1200,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,RATLIFF & THOMAS,38.8975569,-86.63040988,"38.8975569,-86.63040988"
902389058,2015-02-06,Weekday,1100,2-Car,No injury/unknown,,BURKS,39.152352,-86.5064,"39.152352,-86.5064"
902430772,2015-04-07,Weekend,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,RHORER & WALNUT STREET,39.12141994,-86.53134986,"39.12141994,-86.53134986"
902514198,2015-09-05,Weekday,1100,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,10TH & SR46W,39.171648,-86.502096,"39.171648,-86.502096"
902403226,2015-02-02,Weekday,2100,1-Car,No injury/unknown,UNSAFE SPEED,MT CARMEL & NORTH COUNTY LINE,39.296352,-86.684896,"39.296352,-86.684896"
902515407,2015-09-07,Weekend,1000,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,N COLLEGE & W 11TH,39.173232,-86.534752,"39.173232,-86.534752"
902456682,2015-06-05,Weekday,1200,2-Car,No injury/unknown,UNSAFE BACKING,N BELL TRACE,39.16981973,-86.48916542,"39.16981973,-86.48916542"
902375867,2015-01-07,Weekend,1200,2-Car,No injury/unknown,IMPROPER TURNING,JORDAN & THIRD,39.16427532,-86.51640856,"39.16427532,-86.51640856"
902482778,2015-07-03,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,S FAIRFAX & SMITHVILLE,39.071152,-86.503088,"39.071152,-86.503088"
902440814,2015-05-03,Weekday,1800,Cyclist,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,E RAMP CREEK & S FAIRFAX,39.07114998,-86.50319002,"39.07114998,-86.50319002"
902399407,2015-02-07,Weekend,1100,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,N ROGERS,39.165696,-86.538592,"39.165696,-86.538592"
902427122,2015-04-06,Weekday,1700,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,6TH & ROGERS,39.16768,-86.538592,"39.16768,-86.538592"
902592578,2015-12-06,Weekday,1100,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,3RD & COLLEGE MALL,39.16424,-86.4984,"39.16424,-86.4984"
902386362,2015-02-03,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N CURRY & W VERNAL,39.179248,-86.5832,"39.179248,-86.5832"
902504613,2015-08-04,Weekday,1400,2-Car,No injury/unknown,UNSAFE BACKING,W FULLERTON,39.123376,-86.58224,"39.123376,-86.58224"
902434505,2015-04-06,Weekend,1900,2-Car,No injury/unknown,UNSAFE BACKING,N WALNUT,39.232544,-86.540704,"39.232544,-86.540704"
902547203,2015-10-03,Weekday,1700,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,CONSTITUTION & LIBERTY,39.14872891,-86.57591446,"39.14872891,-86.57591446"
